"Speaker Name","Title","Date of Speech Delivered","URL to Speech"
"David Cameron","Deputy Prime Minister's Q&A with MSN","16 August 2010","https://www.gov.uk/government/speeches/deputy-pms-q-a-with-msn"
"David Cameron","Michael Gove to Cambridge University","24 November 2011","https://www.gov.uk/government/speeches/michael-gove-to-cambridge-university"
"David Cameron","PM and Deputy PM in Birmingham","16 July 2012","https://www.gov.uk/government/speeches/pm-and-deputy-pm-in-birmingham"
"David Cameron","Transcript: PM Scotland speech","16 February 2012","https://www.gov.uk/government/speeches/transcript-pm-scotland-speech"
"David Cameron","David Willetts speech to the American Association for the Advancement of Science Fellows Forum","15 February 2014","https://www.gov.uk/government/speeches/david-willetts-speech-to-the-american-association-for-the-advancement-of-science-fellows-forum"
"David Cameron","12th annual Chief of Defence Staff lecture","14 December 2011","https://www.gov.uk/government/speeches/2011-12-14-12th-annual-chief-of-defence-staff-lecture"
"David Cameron","Royal United Services Institute (RUSI)","17 December 2012","https://www.gov.uk/government/speeches/chief-of-the-defence-staff-general-sir-david-richards-speech-to-the-royal-united-services-institute-rusi-17-december-2012"
"David Cameron","David Gauke on making tax digital","18 February 2016","https://www.gov.uk/government/speeches/david-gauke-on-making-tax-digital"
"David Cameron","David Mundell: Referendum Anniversary Speech","17 September 2015","https://www.gov.uk/government/speeches/david-mundell-referendum-anniversary-speech"
"David Cameron","David Mundell: Referendum Anniversary Speech","17 September 2015","https://www.gov.uk/government/speeches/david-mundell-referendum-anniversary-speech"
"David Cameron","HS2: South Yorkshire update","7 July 2016","https://www.gov.uk/government/speeches/hs2-south-yorkshire-update"
"David Cameron","Home Secretary on publication of the Anderson Report","11 June 2015","https://www.gov.uk/government/speeches/home-secretary-on-publication-of-the-anderson-report"
"David Cameron","David Currie speaks about compliance at board level","11 November 2014","https://www.gov.uk/government/speeches/david-currie-speaks-about-maintaining-open-and-competitive-markets"
"David Cameron","David Currie speaks about the CMA and infrastructure investment","3 July 2014","https://www.gov.uk/government/speeches/david-currie-speaks-about-the-cma-and-infrastructure-investment"
"David Cameron","David Currie's speech to the Law Society's Competition Section","3 December 2014","https://www.gov.uk/government/speeches/david-curries-speech-to-the-law-societys-competition-section"
"David Cameron","David Gauke's speech at the HMRC annual stakeholder conference","16 July 2015","https://www.gov.uk/government/speeches/david-gaukes-speech-at-hmrcs-annual-stakeholder-conference"
"David Cameron","David Currie speaks about the CMA and infrastructure investment","3 July 2014","https://www.gov.uk/government/speeches/david-currie-speaks-about-the-cma-and-infrastructure-investment"
"David Cameron","Financial Secretary on the UK's tax regime","8 October 2015","https://www.gov.uk/government/speeches/financial-secretary-on-the-uks-tax-regime"
"David Cameron","We are continuing to create economic security, says David Gauke","20 January 2016","https://www.gov.uk/government/speeches/we-are-continuing-to-create-economic-security-says-david-gauke"
"David Cameron","David Gauke sets out vision for making tax digital","14 December 2015","https://www.gov.uk/government/speeches/david-gauke-sets-out-vision-for-making-tax-digital"
"David Cameron","Written Ministerial Statement: Foreign Affairs Council and General Affairs Council 22 - 23rd June","1 July 2015","https://www.gov.uk/government/speeches/written-ministerial-statement-foreign-affairs-council-and-general-affairs-council-22-23rd-june"
"David Cameron","David Currie speaks about competition policy in regulated markets","30 June 2014","https://www.gov.uk/government/speeches/david-currie-speaks-about-competition-policy-in-regulated-markets"
"David Cameron","David Currie speaks about the CMA as a UK-wide organisation","24 June 2014","https://www.gov.uk/government/speeches/david-currie-speaks-about-the-cma-as-a-uk-wide-organisation"
"David Cameron","David Currie speaks about the devolved nations as a key focus for the CMA","22 October 2014","https://www.gov.uk/government/speeches/david-currie-speaks-about-the-devolved-nations-as-a-key-focus-for-the-cma"
"David Cameron","Draft electoral administration rules for the EU Referendum","21 July 2015","https://www.gov.uk/government/speeches/draft-electoral-administration-rules-for-the-eu-referendum"
"David Cameron","Lord Bourne addresses Academy of Social Sciences","14 July 2015","https://www.gov.uk/government/speeches/lord-bourne-addresses-academy-of-social-sciences"
"David Cameron","Minister for Europe’s comments to media at the EU Foreign Affairs Council (Archived)","18 April 2016","https://www.gov.uk/government/speeches/minister-for-europes-comments-to-media-at-the-eu-foreign-affairs-council"
"David Cameron","David Currie speaks about the devolved nations as a key focus for the CMA","22 October 2014","https://www.gov.uk/government/speeches/david-currie-speaks-about-the-devolved-nations-as-a-key-focus-for-the-cma"
"David Cameron","Lord Bourne addresses Academy of Social Sciences","14 July 2015","https://www.gov.uk/government/speeches/lord-bourne-addresses-academy-of-social-sciences"
"David Cameron","HS2 and the Northern Powerhouse","30 November 2015","https://www.gov.uk/government/speeches/hs2-and-the-northern-powerhouse"
"David Cameron","The new Competition and Markets Authority: how will it promote competition?","7 November 2013","https://www.gov.uk/government/speeches/the-new-competition-and-markets-authority-how-will-it-promote-competition"
"David Cameron","Statement from the Chancellor and main British banks and building society on maintaining support for households and businesses","5 July 2016","https://www.gov.uk/government/speeches/statement-from-the-chancellor-and-main-british-banks-and-building-society-on-maintaining-support-for-households-and-businesses"
"David Cameron","'The UK aims to have smart meters in place by 2020'","16 March 2016","https://www.gov.uk/government/speeches/the-uk-aims-to-have-smart-meters-in-place-by-2020"
"David Cameron","EU Consumers in the Digital Era","1 April 2014","https://www.gov.uk/government/speeches/eu-consumers-in-the-digital-era"
"David Cameron","Minister for Europe Speech at FT Live Summit – “Best of both worlds - Britain in a reformed EU” (Archived)","14 April 2016","https://www.gov.uk/government/speeches/minister-for-europe-speech-at-ft-live-summit-best-of-both-worlds-britain-in-a-reformed-eu"
"David Cameron","Redesigning Regulatory Architecture - the UK Experience","22 January 2013","https://www.gov.uk/government/speeches/redesigning-regulatory-architecture-the-uk-experience"
"David Cameron","'UK, India have strong relationship on energy and climate'","15 March 2016","https://www.gov.uk/government/speeches/uk-india-have-strong-relationship-on-energy-and-climate"
"David Cameron","Cremations","16 December 2015","https://www.gov.uk/government/speeches/cremations"
"David Cameron","Minister for Europe Speech at FT Live Summit – “Best of both worlds - Britain in a reformed EU” (Archived)","14 April 2016","https://www.gov.uk/government/speeches/minister-for-europe-speech-at-ft-live-summit-best-of-both-worlds-britain-in-a-reformed-eu"
"David Cameron","HS2 Phase Two: answer to urgent question regarding route and station choices","30 November 2015","https://www.gov.uk/government/speeches/hs2-phase-two-answer-to-urgent-question-regarding-route-and-station-choices"
"David Cameron","Financial Secretary on the government's business taxation plans","1 June 2015","https://www.gov.uk/government/speeches/financial-secretary-on-the-governments-business-taxation-plans"
"David Cameron","HS2 Phase Two: answer to urgent question regarding route and station choices","30 November 2015","https://www.gov.uk/government/speeches/hs2-phase-two-answer-to-urgent-question-regarding-route-and-station-choices"
"David Cameron","Culture Secretary keynote to Oxford Media Convention 2016","2 March 2016","https://www.gov.uk/government/speeches/culture-secretary-keynote-to-oxford-media-convention-2016"
"David Cameron","""We’ll continue to work for a UN that is transparent, agile and efficient.""","1 October 2015","https://www.gov.uk/government/speeches/well-continue-to-work-for-a-un-that-is-transparent-agile-and-efficient"
"David Cameron","Tackling Corruption Together Conference: Matt Hancock speech","11 May 2016","https://www.gov.uk/government/speeches/tackling-corruption-together-conference-matt-hancock-speech"
"David Cameron","Infant cremations","7 July 2016","https://www.gov.uk/government/speeches/infant-cremations"
"David Cameron","Tackling Corruption Together Conference: Matt Hancock speech","11 May 2016","https://www.gov.uk/government/speeches/tackling-corruption-together-conference-matt-hancock-speech"
"David Cameron","""The United Kingdom has made it a priority to take meaningful action against the illegal flow of weapons to Libya.""","14 June 2016","https://www.gov.uk/government/speeches/the-united-kingdom-has-made-it-a-priority-to-take-meaningful-action-against-the-illegal-flow-of-weapons-to-libya"
"David Cameron","Andrew Dunlop's speech to the Institute of Young Directors","1 October 2015","https://www.gov.uk/government/speeches/andrew-dunlops-speech-to-the-institute-of-young-directors"
"David Cameron","Transcript: PM and Italian PM Monti Press Conference","18 January 2012","https://www.gov.uk/government/speeches/transcript-pm-and-italian-pm-monti-press-conference"
"David Cameron","Nicky Morgan: improving child literacy in England","24 September 2015","https://www.gov.uk/government/speeches/nicky-morgan-improving-child-literacy-in-england"
"David Cameron","Five years of investment in rail infrastructure","23 June 2015","https://www.gov.uk/government/speeches/five-years-of-investment-in-rail-infrastructure"
"David Cameron","CMA mission and strategy","1 October 2013","https://www.gov.uk/government/speeches/cma-mission-and-strategy"
"David Cameron","Home Secretary's oral statement on water cannon","15 July 2015","https://www.gov.uk/government/speeches/home-secretarys-oral-statement-on-water-cannon"
"David Cameron","Edward Timpson celebrates the national launch of Pause","25 June 2015","https://www.gov.uk/government/speeches/edward-timpson-celebrates-the-national-launch-of-pause"
"David Cameron","Three principles for designing HS2","23 July 2015","https://www.gov.uk/government/speeches/three-principles-for-designing-hs2"
"David Cameron","David Laws speech on grammar schools","19 June 2014","https://www.gov.uk/government/speeches/david-laws-speech-on-grammar-schools"
"David Cameron","David Gauke on Real Time Information","24 October 2013","https://www.gov.uk/government/speeches/david-gauke-on-real-time-information"
"David Cameron","David Gauke at HMRC's Stakeholder Conference","7 November 2013","https://www.gov.uk/government/speeches/david-gauke-at-hmrcs-stakeholder-conference--2"
"David Cameron","Housing and welfare reform","22 June 2011","https://www.gov.uk/government/speeches/housing-and-welfare-reform"
"David Cameron","Higgins review","17 March 2014","https://www.gov.uk/government/speeches/higgins-review"
"David Cameron","Entry level employment","5 July 2011","https://www.gov.uk/government/speeches/entry-level-employment"
"David Cameron","Institute of Revenues Rating and Valuation (IRRV) speech","28 September 2010","https://www.gov.uk/government/speeches/institute-of-revenues-rating-and-valuation-irrv-speech"
"David Cameron","New Savoy Partnership Conference","25 November 2011","https://www.gov.uk/government/speeches/new-savoy-partnership-conference"
"David Cameron","Putting the pieces together: the government's plans for the future of welfare reform","14 July 2011","https://www.gov.uk/government/speeches/putting-the-pieces-together-the-governments-plans-for-the-future-of-welfare-reform"
"David Cameron","National Housing Federation Annual Conference","14 September 2011","https://www.gov.uk/government/speeches/national-housing-federation-annual-conference"
"David Cameron","Transcript: St David's Day reception","29 February 2012","https://www.gov.uk/government/speeches/transcript-st-davids-day-reception"
"David Cameron","Government response to the annual report on the operation of the terrorism acts in 2012","4 November 2013","https://www.gov.uk/government/speeches/government-response-to-the-annual-report-on-the-operation-of-the-terrorism-acts-in-2012"
"David Cameron","Report in 2010 of the operation of the Terrorism Act 2000, and Part 1 of the Terrorism Act 2006","3 November 2011","https://www.gov.uk/government/speeches/report-in-2010-of-the-operation-of-the-terrorism-act-2000-and-part-1-of-the-terrorism-act-2006"
"David Cameron","Government response to the annual report on the operation of the terrorism acts in 2012","4 November 2013","https://www.gov.uk/government/speeches/government-response-to-the-annual-report-on-the-operation-of-the-terrorism-acts-in-2012"
"David Cameron","Culture Secretary statement on the BBC reforms","12 May 2016","https://www.gov.uk/government/speeches/culture-secretary-statement-on-the-bbc-reforms"
"David Cameron","Appointment of the new Chairman of HS2 Ltd","10 October 2013","https://www.gov.uk/government/speeches/appointment-of-the-new-chairman-of-hs2-ltd"
"David Cameron","Government response to the annual report by David Anderson QC on the operation of the Terrorism Acts in 2011","14 March 2013","https://www.gov.uk/government/speeches/government-response-to-the-annual-report-by-david-anderson-qc-on-the-operation-of-the-terrorism-acts-in-2011"
"David Cameron","Government response to the annual report by David Anderson QC on the operation of the Terrorism Acts in 2011","14 March 2013","https://www.gov.uk/government/speeches/government-response-to-the-annual-report-by-david-anderson-qc-on-the-operation-of-the-terrorism-acts-in-2011"
"David Cameron","David Gauke on social investment tax relief","22 October 2013","https://www.gov.uk/government/speeches/david-gauke-on-social-investment-tax-relief"
"David Cameron","Europe Minister David Lidington on Today programme","20 May 2010","https://www.gov.uk/government/speeches/europe-minister-david-lidington-on-today-programme"
"David Cameron","David Gauke on social investment tax relief","22 October 2013","https://www.gov.uk/government/speeches/david-gauke-on-social-investment-tax-relief"
"David Cameron","Europe Minister David Lidington on Today programme","20 May 2010","https://www.gov.uk/government/speeches/europe-minister-david-lidington-on-today-programme"
"David Cameron","Speech by David Gauke, Exchequer Secretary to the Treasury, at the Deloitte Tax Directors’ Academy","23 November 2010","https://www.gov.uk/government/speeches/speech-by-david-gauke-exchequer-secretary-to-the-treasury-at-the-deloitte-tax-directors-academy"
"David Cameron","Culture Secretary statement on the BBC reforms","12 May 2016","https://www.gov.uk/government/speeches/culture-secretary-statement-on-the-bbc-reforms"
"David Cameron","Europe Minister David Lidington on Today programme","20 May 2010","https://www.gov.uk/government/speeches/europe-minister-david-lidington-on-today-programme"
"David Cameron","Speech by David Gauke, Exchequer Secretary to the Treasury, at the Deloitte Tax Directors’ Academy","23 November 2010","https://www.gov.uk/government/speeches/speech-by-david-gauke-exchequer-secretary-to-the-treasury-at-the-deloitte-tax-directors-academy"
"David Cameron","Independent review of the deportation with assurances (DWA) policy","21 November 2013","https://www.gov.uk/government/speeches/independent-review-of-the-deportation-with-assurances-dwa-policy"
"David Cameron","Independent review of the deportation with assurances (DWA) policy","21 November 2013","https://www.gov.uk/government/speeches/independent-review-of-the-deportation-with-assurances-dwa-policy"
"David Cameron","Minister for Europe David Lidington's speech at Carnegie Europe","10 February 2015","https://www.gov.uk/government/speeches/minister-for-europe-david-lidingtons-speech-at-carnegie-europe"
"David Cameron","David Laws speaks at the Teaching Leaders graduation ceremony","27 November 2014","https://www.gov.uk/government/speeches/david-laws-speaks-at-the-teaching-leaders-graduation-ceremony"
"David Cameron","Wales: the language and the people","1 March 2013","https://www.gov.uk/government/speeches/wales-the-language-and-the-people"
"David Cameron","Winter resilience review","21 December 2010","https://www.gov.uk/government/speeches/winter-resilience-review"
"David Cameron","Minister for Europe David Lidington's speech at Carnegie Europe","10 February 2015","https://www.gov.uk/government/speeches/minister-for-europe-david-lidingtons-speech-at-carnegie-europe"
"David Cameron","David Laws speaks at the ATL conference on the pupil premium","25 March 2013","https://www.gov.uk/government/speeches/david-laws-speaks-at-the-atl-conference-on-the-pupil-premium"
"David Cameron","Address to welfare providers","2 June 2010","https://www.gov.uk/government/speeches/address-to-welfare-providers"
"David Cameron","Supporting people with autism into employment","20 March 2012","https://www.gov.uk/government/speeches/supporting-people-with-autism-into-employment"
"David Cameron","The Art of Architecture by Foster + Partners","6 March 2013","https://www.gov.uk/government/speeches/the-art-of-architecture-by-foster-partners"
"David Cameron","David Laws speech at the Teaching Leaders graduation ceremony","7 November 2013","https://www.gov.uk/government/speeches/david-laws-speech-at-the-teaching-leaders-graduation-ceremony"
"David Cameron","David Laws speaks at the ATL conference on the pupil premium","25 March 2013","https://www.gov.uk/government/speeches/david-laws-speaks-at-the-atl-conference-on-the-pupil-premium"
"David Cameron","IPPR Welfare to Work conference","21 March 2011","https://www.gov.uk/government/speeches/ippr-welfare-to-work-conference"
"David Cameron","Welfare reform and flexible working","26 September 2011","https://www.gov.uk/government/speeches/welfare-reform-and-flexible-working"
"David Cameron","Cameroon: Celebrating HM The Queen at 90","1 June 2016","https://www.gov.uk/government/speeches/cameroon-celebrating-hm-the-queen-at-90"
"David Cameron","Address to welfare providers","2 June 2010","https://www.gov.uk/government/speeches/address-to-welfare-providers"
"David Cameron","David Laws speech to the North of England Education Conference","16 January 2014","https://www.gov.uk/government/speeches/david-laws-speech-to-the-north-of-england-education-conference"
"David Cameron","Health, work and well-being specialists","14 October 2010","https://www.gov.uk/government/speeches/health-work-and-well-being-specialists"
"David Cameron","Winter resilience review","21 December 2010","https://www.gov.uk/government/speeches/winter-resilience-review"
"David Cameron","Getting the UK working","7 July 2011","https://www.gov.uk/government/speeches/getting-the-uk-working"
"David Cameron","David Laws speaks at the ATL conference on the pupil premium","25 March 2013","https://www.gov.uk/government/speeches/david-laws-speaks-at-the-atl-conference-on-the-pupil-premium"
"David Cameron","David Laws: local government's role in improving education","18 December 2012","https://www.gov.uk/government/speeches/david-laws-speech-to-the-lga-education-conference"
"David Cameron","IPPR Welfare to Work conference","21 March 2011","https://www.gov.uk/government/speeches/ippr-welfare-to-work-conference"
"David Cameron","Welfare reform and flexible working","26 September 2011","https://www.gov.uk/government/speeches/welfare-reform-and-flexible-working"
"David Cameron","UK government response to incident in British Gibraltar waters","4 November 2013","https://www.gov.uk/government/speeches/uk-government-response-to-incident-in-british-gibraltar-waters"
"David Cameron","Health and wellbeing","6 October 2011","https://www.gov.uk/government/speeches/health-and-wellbeing"
"David Cameron","Health, work and well-being specialists","14 October 2010","https://www.gov.uk/government/speeches/health-work-and-well-being-specialists"
"David Cameron","CBI: employee health and absence breakfast","24 May 2011","https://www.gov.uk/government/speeches/cbi-employee-health-and-absence-breakfast"
"David Cameron","Cameroon: Celebrating HM The Queen at 90","1 June 2016","https://www.gov.uk/government/speeches/cameroon-celebrating-hm-the-queen-at-90"
"David Cameron","Transforming transport connectivity in the north","27 October 2014","https://www.gov.uk/government/speeches/transforming-transport-connectivity-in-the-north"
"David Cameron","High speed rail: 24 March 2014","24 March 2014","https://www.gov.uk/government/speeches/high-speed-rail-24-march-2014"
"David Cameron","Spanish interference with UK government official communications","27 November 2013","https://www.gov.uk/government/speeches/spanish-interference-with-uk-government-official-communications"
"David Cameron","Nicky Morgan speaking at Deloitte about the gender pay gap","8 February 2016","https://www.gov.uk/government/speeches/nicky-morgan-speaking-at-deloitte-about-the-gender-pay-gap"
"David Cameron","David Gauke's speech on the PwC total tax contribution report","26 November 2014","https://www.gov.uk/government/speeches/david-gaukes-speech-on-the-pwc-total-tax-contribution-report"
"David Cameron","RADAR event: Financial Independence and Disability","17 June 2010","https://www.gov.uk/government/speeches/radar-event-financial-independence-and-disability"
"David Cameron","Nicky Morgan speaking at Deloitte about the gender pay gap","8 February 2016","https://www.gov.uk/government/speeches/nicky-morgan-speaking-at-deloitte-about-the-gender-pay-gap"
"David Cameron","Written Ministerial Statement on EU-Georgia Association Agreement","26 June 2014","https://www.gov.uk/government/speeches/written-ministerial-statement-on-eu-georgia-association-agreement"
"David Cameron","Written Ministerial Statement on EU-Moldova Association Agreement","26 June 2014","https://www.gov.uk/government/speeches/written-ministerial-statement-on-eu-moldova-association-agreement"
"David Cameron","David Gauke's speech to the Westminster and City annuities and drawdown conference","19 November 2014","https://www.gov.uk/government/speeches/david-gaukes-speech-to-the-westminster-and-city-annuities-and-drawdown-conference"
"David Cameron","David Willetts, Minister for Universities and Science, HEPI Conference Speech","15 May 2013","https://www.gov.uk/government/speeches/david-willetts-minister-for-universities-and-science-hepi-conference-speech"
"David Cameron","11th annual Chief of the Defence Staff lecture","14 December 2010","https://www.gov.uk/government/speeches/2010-12-14-11th-annual-chief-of-defence-staff-lecture"
"David Cameron","David Gauke's speech at HMRC's 2014 autumn stakeholder conference","5 November 2014","https://www.gov.uk/government/speeches/david-gaukes-speech-at-hmrcs-2014-autumn-stakeholder-conference"
"David Cameron","Being ambitious: the EU and our Eastern neighbours","8 September 2010","https://www.gov.uk/government/speeches/being-ambitious-the-eu-and-our-eastern-neighbours"
"David Cameron","Strategy for UK Life Sciences: one year on","13 December 2012","https://www.gov.uk/government/speeches/strategy-for-uk-life-sciences-one-year-on"
"David Cameron","Caroline Dinenage responds to the launch of ‘Breaking up is Hard to Do’ report","17 December 2015","https://www.gov.uk/government/speeches/caroline-dinenage-responds-to-the-launch-of-breaking-up-is-hard-to-do-report"
"David Cameron","Welsh Secretary's speech to National Assembly for Wales","11 June 2014","https://www.gov.uk/government/speeches/welsh-secretarys-speech-to-national-assembly-for-wales--2"
"David Cameron","Written Ministerial Statement on EU-Georgia Association Agreement","26 June 2014","https://www.gov.uk/government/speeches/written-ministerial-statement-on-eu-georgia-association-agreement"
"David Cameron","Written Ministerial Statement on EU-Moldova Association Agreement","26 June 2014","https://www.gov.uk/government/speeches/written-ministerial-statement-on-eu-moldova-association-agreement"
"David Cameron","Junior doctors contract agreement","19 May 2016","https://www.gov.uk/government/speeches/junior-doctors-contract-agreement"
"David Cameron","Caroline Dinenage responds to the launch of ‘Breaking up is Hard to Do’ report","17 December 2015","https://www.gov.uk/government/speeches/caroline-dinenage-responds-to-the-launch-of-breaking-up-is-hard-to-do-report"
"David Cameron","OSCE Ministerial Council, Basel, 4 and 5 December 2014","15 December 2014","https://www.gov.uk/government/speeches/osce-ministerial-council-basel-4-5-december-2014"
"David Cameron","Contribution of UK universities to national and local economic growth","3 April 2014","https://www.gov.uk/government/speeches/contribution-of-uk-universities-to-national-and-local-economic-growth"
"David Cameron","David Laws talks about universal infant free school meals","11 July 2014","https://www.gov.uk/government/speeches/david-laws-talks-about-universal-infant-free-school-meals"
"David Cameron","Theresa May: David Anderson's report on the operation in 2011 of the Prevention of Terrorism Act 2005","26 March 2012","https://www.gov.uk/government/speeches/theresa-may-david-andersons-report-on-the-operation-in-2011-of-the-prevention-of-terrorism-act-2005"
"David Cameron","Caroline Dinenage responds to the launch of ‘Breaking up is Hard to Do’ report","17 December 2015","https://www.gov.uk/government/speeches/caroline-dinenage-responds-to-the-launch-of-breaking-up-is-hard-to-do-report"
"David Cameron","Written Ministerial Statement on EU-Ukraine Association Agreement","26 June 2014","https://www.gov.uk/government/speeches/written-ministerial-statement-on-eu-ukraine-association-agreement"
"David Cameron","Future electoral arrangements for the National Assembly for Wales","12 March 2013","https://www.gov.uk/government/speeches/future-electoral-arrangements-for-the-national-assembly-for-wales"
"David Cameron","Speech by the Exchequer Secretary to the Treasury, David Gauke MP, on tax and reputation","20 May 2013","https://www.gov.uk/government/speeches/speech-by-the-exchequer-secretary-to-the-treasury-david-gauke-mp-on-tax-and-reputation"
"David Cameron","Speech by the Exchequer Secretary to the Treasury, David Gauke MP, on tax and reputation","20 May 2013","https://www.gov.uk/government/speeches/speech-by-the-exchequer-secretary-to-the-treasury-david-gauke-mp-on-tax-and-reputation"
"David Cameron","Speech by Exchequer Secretary to the Treasury, David Gauke MP; Tax transparency","7 February 2013","https://www.gov.uk/government/speeches/speech-by-exchequer-secretary-to-the-treasury-david-gauke-mp-tax-transparency"
"David Cameron","Speech by the Exchequer Secretary to the Treasury, David Gauke MP, to the Hundred Group","28 February 2012","https://www.gov.uk/government/speeches/speech-by-the-exchequer-secretary-to-the-treasury-david-gauke-mp-to-the-hundred-group"
"David Cameron","What's the good of government?","24 May 2012","https://www.gov.uk/government/speeches/whats-the-good-of-government"
"David Cameron","Speech by the Exchequer Secretary to the Treasury, David Gauke MP, to the Hundred Group","28 February 2012","https://www.gov.uk/government/speeches/speech-by-the-exchequer-secretary-to-the-treasury-david-gauke-mp-to-the-hundred-group"
"David Cameron","Child Sexual Abuse","5 September 2014","https://www.gov.uk/government/speeches/child-sexual-abuse"
"David Cameron","Child Sexual Abuse","5 September 2014","https://www.gov.uk/government/speeches/child-sexual-abuse"
"David Cameron","Alun Cairns reflects on Wales’ progress ahead of St David’s Day announcement","27 February 2015","https://www.gov.uk/government/speeches/alun-cairns-reflects-on-wales-progress-ahead-of-st-davids-day-announcement"
"David Cameron","Nicky Morgan: a world-class education system for every child","23 February 2016","https://www.gov.uk/government/speeches/a-world-class-education-system-for-every-child"
"David Cameron","Opening statement of welcome to Enterprise Forum in Kazakhstan","20 May 2014","https://www.gov.uk/government/speeches/opening-statement-of-welcome-to-enterprise-forum-in-kazakhstan"
"David Cameron","What are the new challenges and opportunities for Europe in Space?","29 January 2014","https://www.gov.uk/government/speeches/what-are-the-new-challenges-and-opportunities-for-europe-in-space"
"David Cameron","Gifting of non-lethal equipment to Ukraine","17 October 2014","https://www.gov.uk/government/speeches/gifting-of-non-lethal-equipment-to-ukraine"
"David Cameron","Alun Cairns reflects on Wales’ progress ahead of St David’s Day announcement","27 February 2015","https://www.gov.uk/government/speeches/alun-cairns-reflects-on-wales-progress-ahead-of-st-davids-day-announcement"
"David Cameron","Public access to publicly-funded research","2 May 2012","https://www.gov.uk/government/speeches/public-access-to-publicly-funded-research--2"
"David Cameron","PM's speech at Diwali Reception","17 November 2010","https://www.gov.uk/government/speeches/pms-speech-at-diwali-reception"
"David Cameron","Arrest of 6 British nationals in Russia","9 October 2013","https://www.gov.uk/government/speeches/arrest-of-6-british-nationals-in-russia"
"David Cameron","HMRC’s first annual stakeholder Conference","18 July 2013","https://www.gov.uk/government/speeches/hmrcs-first-annual-stakeholder-conference"
"David Cameron","Speech by Exchequer Secretary to the Treasury, David Gauke MP: taxation for the 21st Century","5 October 2012","https://www.gov.uk/government/speeches/speech-by-exchequer-secretary-to-the-treasury-david-gauke-mp-taxation-for-the-21st-century"
"David Cameron","Primary and 16 to 19 assessment and accountability","27 March 2014","https://www.gov.uk/government/speeches/primary-and-16-to-19-assessment-and-accountability"
"David Cameron","Speech by David Gauke MP, Exchequer Secretary to the Treasury to the Tax Journal Conference","9 November 2011","https://www.gov.uk/government/speeches/speech-by-david-gauke-mp-exchequer-secretary-to-the-treasury-to-the-tax-journal-conference"
"David Cameron","Gifting of non-lethal equipment to Ukraine","17 October 2014","https://www.gov.uk/government/speeches/gifting-of-non-lethal-equipment-to-ukraine"
"David Cameron","Targeted capital funding for new school places","18 July 2013","https://www.gov.uk/government/speeches/targeted-capital-funding-for-new-school-places"
"David Cameron","MOD civilian apprentice awards","1 December 2011","https://www.gov.uk/government/speeches/2011-12-01-mod-civilian-apprentice-awards"
"David Cameron","The Future of Europe","28 April 2014","https://www.gov.uk/government/speeches/the-future-of-europe"
"David Cameron","Oral statement on Morecambe Bay","19 June 2013","https://www.gov.uk/government/speeches/oral-statement-on-morecambe-bay"
"David Cameron","The Future of Europe","28 April 2014","https://www.gov.uk/government/speeches/the-future-of-europe"
"David Cameron","Speech by Exchequer Secretary to the Treasury: Creating a competitive tax system","24 April 2013","https://www.gov.uk/government/speeches/speech-by-exchequer-secretary-to-the-treasury-creating-a-competitive-tax-system"
"David Cameron","Minister for Europe's Speech at European Parliament Office","28 June 2013","https://www.gov.uk/government/speeches/minister-for-europes-speech-at-european-parliament-office"
"David Cameron","Targeted capital funding for new school places","18 July 2013","https://www.gov.uk/government/speeches/targeted-capital-funding-for-new-school-places"
"David Cameron","Speech by Exchequer Secretary to the Treasury: Creating a competitive tax system","24 April 2013","https://www.gov.uk/government/speeches/speech-by-exchequer-secretary-to-the-treasury-creating-a-competitive-tax-system"
"David Cameron","PM's speech at Diwali Reception","17 November 2010","https://www.gov.uk/government/speeches/pms-speech-at-diwali-reception"
"David Cameron","""Only by learning the lessons from Ebola will we ensure a world health and humanitarian crisis of this nature never happens again.""","20 January 2015","https://www.gov.uk/government/speeches/only-by-learning-the-lessons-from-ebola-will-we-ensure-a-world-health-and-humanitarian-crisis-of-this-nature-never-happens-again"
"David Cameron","Public Records Update","25 April 2013","https://www.gov.uk/government/speeches/public-records-update"
"David Cameron","Government's role in supporting the cyber security sector: Matt Hancock speech","16 February 2016","https://www.gov.uk/government/speeches/governments-role-in-supporting-the-cyber-security-sector-matt-hancock-speech"
"David Cameron","Higher Education student support for 2015 to 2016","13 March 2014","https://www.gov.uk/government/speeches/higher-education-student-support-for-2015-to-2016"
"David Cameron","Public Records Update","25 April 2013","https://www.gov.uk/government/speeches/public-records-update"
"David Cameron","Where next for social science?","28 October 2013","https://www.gov.uk/government/speeches/where-next-for-social-science"
"David Cameron","""Only by learning the lessons from Ebola will we ensure a world health and humanitarian crisis of this nature never happens again.""","20 January 2015","https://www.gov.uk/government/speeches/only-by-learning-the-lessons-from-ebola-will-we-ensure-a-world-health-and-humanitarian-crisis-of-this-nature-never-happens-again"
"David Cameron","Northern Powerhouse: PM speech in Singapore","29 July 2015","https://www.gov.uk/government/speeches/northern-powerhouse-pm-speech-in-singapore"
"David Cameron","Speech by Exchequer Secretary to the Treasury, David Gauke MP, at Oxford Centre for Business Taxation","8 March 2012","https://www.gov.uk/government/speeches/speech-by-exchequer-secretary-to-the-treasury-david-gauke-mp-at-oxford-centre-for-business-taxation"
"David Cameron","CMA update: changes to the UK competition regime","26 September 2013","https://www.gov.uk/government/speeches/cma-update-changes-to-the-uk-competition-regime"
