"Speaker Name","Title","Date of Speech Delivered","URL to Speech"
"Theresa May","Building public trust for the use of patient data","11 March 2019","https://www.gov.uk/government/speeches/building-public-trust-for-the-use-of-patient-data"
"Theresa May","Competition in the digital age: reflecting on digital merger investigations","3 June 2019","https://www.gov.uk/government/speeches/competition-in-the-digital-age-reflecting-on-digital-merger-investigations"
"Theresa May","Statement on Grenfell Tower: 5 September 2017","5 September 2017","https://www.gov.uk/government/speeches/statement-on-grenfell-tower-september-2017"
"Theresa May","Nigeria-UK relations to grow stronger in the next century","21 April 2017","https://www.gov.uk/government/speeches/nigeria-british-relations-the-next-100-years"
"Theresa May","We haven’t won fight against Daesh yet: article by Jeremy Hunt","23 March 2019","https://www.gov.uk/government/speeches/we-havent-won-fight-against-daesh-yet"
"Theresa May","Minister for Employment gives speech on 'Full Employment' report","14 January 2019","https://www.gov.uk/government/speeches/minister-for-employment-gives-speech-on-full-employment-report"
"Theresa May","Safeguarding our young people from becoming radicalised is difficult but vital work: article by Amber Rudd","10 August 2017","https://www.gov.uk/government/speeches/safeguarding-our-young-people-from-becoming-radicalised-is-difficult-but-vital-work-article-by-amber-rudd"
"Theresa May","Chancellor's HSBC speech: financial services","7 March 2018","https://www.gov.uk/government/speeches/chancellors-hsbc-speech-financial-services"
"Theresa May","Training peacekeepers at the highest standards","7 May 2019","https://www.gov.uk/government/speeches/training-peacekeepers-at-the-highest-standards"
"Theresa May","Davos 2017: Chancellor’s speech at the CBI’s British business Leaders Lunch","19 January 2017","https://www.gov.uk/government/speeches/davos-2017-chancellors-speech-at-the-cbis-british-business-leaders-lunch"
"Theresa May","Buses that build a better society","6 February 2019","https://www.gov.uk/government/speeches/buses-that-build-a-better-society"
"Theresa May","A lack of results and accountability: monitoring corruption cases in Kosovan prosecutorial and judicial systems","11 March 2019","https://www.gov.uk/government/speeches/a-lack-of-results-and-accountability-monitoring-corruption-cases-in-kosovan-prosecutorial-and-judicial-systems"
"Theresa May","Reviewing the Global Counter-Terrorism Strategy","26 June 2018","https://www.gov.uk/government/speeches/reviewing-the-global-counter-terrorism-strategy"
"Theresa May","Escaping the jaws of death: ensuring enough water in 2050","19 March 2019","https://www.gov.uk/government/speeches/escaping-the-jaws-of-death-ensuring-enough-water-in-2050"
"Theresa May","""Al Shabaab remains a vicious threat to security in Somalia, and indeed to the region.""","13 April 2017","https://www.gov.uk/government/speeches/al-shabaab-remains-a-vicious-threat-to-security-in-somalia-and-indeed-to-the-region"
"Theresa May","International cooperation vital in tackling scourge of landmines","29 June 2018","https://www.gov.uk/government/speeches/international-cooperation-vital-in-tackling-scourge-of-landmines"
"Theresa May","Protecting civilians in the Central African Republic","21 June 2018","https://www.gov.uk/government/speeches/protecting-civilians-in-central-african-republic"
"Theresa May","We haven’t won fight against Daesh yet: article by Jeremy Hunt","23 March 2019","https://www.gov.uk/government/speeches/we-havent-won-fight-against-daesh-yet"
"Theresa May","Minister for Employment gives speech on 'Full Employment' report","14 January 2019","https://www.gov.uk/government/speeches/minister-for-employment-gives-speech-on-full-employment-report"
"Theresa May","Escaping the jaws of death: ensuring enough water in 2050","19 March 2019","https://www.gov.uk/government/speeches/escaping-the-jaws-of-death-ensuring-enough-water-in-2050"
"Theresa May","British Ambassador's speech at the Queen's 91st Birthday Party in DRC","22 June 2017","https://www.gov.uk/government/speeches/british-ambassador-to-the-drc-at-the-queens-birthday-party-2017"
"Theresa May","Preventing the heinous use of chemical weapons by Non-State Actors","19 March 2019","https://www.gov.uk/government/speeches/preventing-the-heinous-use-of-chemical-weapons-by-non-state-actors--2"
"Theresa May","Remarks by British High Commissioner at the Commemoration of 1994 Genocide in Rwanda","16 April 2018","https://www.gov.uk/government/speeches/remarks-by-british-high-commissioner-at-the-commemoration-of-1994-genocide-in-rwanda"
"Theresa May","Four years since the illegal annexation of Crimea: article by Boris Johnson","22 February 2018","https://www.gov.uk/government/speeches/four-years-since-the-illegal-annexation-of-crimea-article-by-boris-johnson"
"Theresa May","Response to advice on the use of wheelchair spaces onboard buses","8 March 2018","https://www.gov.uk/government/speeches/response-to-advice-on-the-use-of-wheelchair-spaces-onboard-buses"
"Theresa May","There is a need for free and fair elections in DRC: Statement by Stephen Hickey","7 March 2018","https://www.gov.uk/government/speeches/the-need-for-free-and-fair-elections-in-drc"
"Theresa May","Justice and accountability for Darfur","19 June 2019","https://www.gov.uk/government/speeches/justice-and-accountability-for-darfur"
"Theresa May","We must not let down the people of South Sudan","25 June 2019","https://www.gov.uk/government/speeches/we-must-not-let-down-the-people-of-south-sudan"
"Theresa May","We must not let down the people of South Sudan","25 June 2019","https://www.gov.uk/government/speeches/we-must-not-let-down-the-people-of-south-sudan"
"Theresa May","Universities Minister sets vision for higher education","31 January 2019","https://www.gov.uk/government/speeches/univerisities-minister-sets-vision-for-higher-education"
"Theresa May","Dr Liam Fox gives opening remarks at International Trade Summer School","16 July 2018","https://www.gov.uk/government/speeches/dr-liam-fox-gives-opening-remarks-at-international-trade-summer-school"
"Theresa May","Baroness Stowell's speech at the NAVCA Annual Conference 2018","7 December 2018","https://www.gov.uk/government/speeches/baroness-stowells-speech-at-the-nacva-annual-conference-2018"
"Theresa May","Belt and Road Forum: Philip Hammond's speech","26 April 2019","https://www.gov.uk/government/speeches/belt-and-road-forum-philip-hammonds-speech"
"Theresa May","Speech celebrating the launch of the Export Strategy","21 August 2018","https://www.gov.uk/government/speeches/speech-celebrating-the-launch-of-the-export-strategy"
"Theresa May","Dr Liam Fox gives opening remarks at International Trade Summer School","16 July 2018","https://www.gov.uk/government/speeches/dr-liam-fox-gives-opening-remarks-at-international-trade-summer-school"
"Theresa May","Joint OSCE Statement on Human Rights and Fundamental Freedoms","8 December 2017","https://www.gov.uk/government/speeches/joint-osce-statement-on-human-rights-and-fundamental-freedoms"
"Theresa May","Baroness Stowell's speech at the NAVCA Annual Conference 2018","7 December 2018","https://www.gov.uk/government/speeches/baroness-stowells-speech-at-the-nacva-annual-conference-2018"
"Theresa May","Universities Minister sets vision for higher education","31 January 2019","https://www.gov.uk/government/speeches/univerisities-minister-sets-vision-for-higher-education"
"Theresa May","Strengthening UK-Ireland relations ahead of EU exit negotiations","8 September 2016","https://www.gov.uk/government/speeches/strengthening-uk-ireland-relations-ahead-of-eu-exit-negotiations"
"Theresa May","Liam Fox encourages businesses to have their say on trade deals","1 October 2018","https://www.gov.uk/government/speeches/liam-fox-encourages-businesses-to-have-their-say-on-trade-deals"
"Theresa May","International trade benefits us all and we should respect its rules","19 June 2018","https://www.gov.uk/government/speeches/international-trade-benefits-us-all-and-we-should-respect-its-rules"
"Theresa May","Foreign Secretary Statement at Syria Conference in Brussels","5 April 2017","https://www.gov.uk/government/speeches/foreign-secretary-statement-at-syria-conference-in-brussels"
"Theresa May","Lord McNally's speech to Westminster Legal forum July 2016","13 July 2016","https://www.gov.uk/government/speeches/lord-mcnallys-speech-to-westminster-legal-forum-july-2016"
"Theresa May","Joint OSCE Statement on Human Rights and Fundamental Freedoms","8 December 2017","https://www.gov.uk/government/speeches/joint-osce-statement-on-human-rights-and-fundamental-freedoms"
"Theresa May","Jubilee of the School of Democratic Leadership in Montenegro","15 December 2017","https://www.gov.uk/government/speeches/jubilee-of-the-school-of-democratic-leadership-in-montenegro"
"Theresa May","International trade benefits us all and we should respect its rules","19 June 2018","https://www.gov.uk/government/speeches/international-trade-benefits-us-all-and-we-should-respect-its-rules"
"Theresa May","Onus on Syria to allow the UN to do its work","16 May 2018","https://www.gov.uk/government/speeches/onus-on-syria-to-allow-the-un-to-do-its-work"
"Theresa May","""Make no mistake, this is a crisis of human creation; a crisis that South Sudan’s leaders have had six years to prevent.""","20 July 2017","https://www.gov.uk/government/speeches/make-no-mistake-this-is-a-crisis-of-human-creation-a-crisis-that-south-sudans-leaders-have-had-six-years-to-prevent"
"Theresa May","Foreign Secretary Statement at Syria Conference in Brussels","5 April 2017","https://www.gov.uk/government/speeches/foreign-secretary-statement-at-syria-conference-in-brussels"
"Theresa May","Lord McNally's speech to Westminster Legal forum July 2016","13 July 2016","https://www.gov.uk/government/speeches/lord-mcnallys-speech-to-westminster-legal-forum-july-2016"
"Theresa May","Onus on Syria to allow the UN to do its work","16 May 2018","https://www.gov.uk/government/speeches/onus-on-syria-to-allow-the-un-to-do-its-work"
"Theresa May","Launch of the new Toyota Corolla","14 January 2019","https://www.gov.uk/government/speeches/launch-of-the-new-toyota-corolla"
"Theresa May","Appealing to the Syrian authorities to engage with the Special Envoy","27 June 2019","https://www.gov.uk/government/speeches/appealing-to-the-syrian-authorities-to-engage-with-the-special-envoy"
"Theresa May","""More than 20 million men, women and children risk starving to death in the next six months.""","10 March 2017","https://www.gov.uk/government/speeches/more-than-20-million-men-women-and-children-risk-starving-to-death-in-the-next-six-months"
"Theresa May","Lord McNally's speech to Westminster Legal forum July 2016","13 July 2016","https://www.gov.uk/government/speeches/lord-mcnallys-speech-to-westminster-legal-forum-july-2016"
"Theresa May","Liam Fox encourages businesses to have their say on trade deals","1 October 2018","https://www.gov.uk/government/speeches/liam-fox-encourages-businesses-to-have-their-say-on-trade-deals"
"Theresa May","Onus on Syria to allow the UN to do its work","16 May 2018","https://www.gov.uk/government/speeches/onus-on-syria-to-allow-the-un-to-do-its-work"
"Theresa May","Preventing Chemical Weapons Use in Syria","6 September 2018","https://www.gov.uk/government/speeches/preventing-chemical-weapons-use-in-syria"
"Theresa May","Liam Fox celebrates UK - New Zealand trading relationship","27 November 2017","https://www.gov.uk/government/speeches/liam-fox-celebrates-uk-new-zealand-trading-relationship"
"Theresa May","Launch of the new Toyota Corolla","14 January 2019","https://www.gov.uk/government/speeches/launch-of-the-new-toyota-corolla"
"Theresa May","Appealing to the Syrian authorities to engage with the Special Envoy","27 June 2019","https://www.gov.uk/government/speeches/appealing-to-the-syrian-authorities-to-engage-with-the-special-envoy"
"Theresa May","Broadband World Forum","19 October 2016","https://www.gov.uk/government/speeches/broadband-world-forum"
"Theresa May","Salisbury nerve agent attack: UK OSCE Permanent Council statement","15 March 2018","https://www.gov.uk/government/speeches/salisbury-nerve-agent-attack-uk-osce-permanent-council-statement"
"Theresa May","Consulting on options to ban old tyres","27 February 2019","https://www.gov.uk/government/speeches/consulting-on-options-to-ban-old-tyres"
"Theresa May","The City of London's Offer to Nigeria","28 June 2018","https://www.gov.uk/government/speeches/the-city-of-londons-offer-to-nigeria"
"Theresa May","Speech by ambassador at Chevening's 35th anniversary celebrations in China","14 July 2018","https://www.gov.uk/government/speeches/china-celebrates-35-years-of-chevening"
"Theresa May","Foreign Secretary Statement at Syria Conference in Brussels","5 April 2017","https://www.gov.uk/government/speeches/foreign-secretary-statement-at-syria-conference-in-brussels"
"Theresa May","Lord McNally's speech to Westminster Legal forum July 2016","13 July 2016","https://www.gov.uk/government/speeches/lord-mcnallys-speech-to-westminster-legal-forum-july-2016"
"Theresa May","Speech from Science Minister Jo Johnson at the ESA Ministerial","1 December 2016","https://www.gov.uk/government/speeches/speech-from-science-minister-jo-johnson-at-the-esa-ministerial"
"Theresa May","Baroness Stowell's speech at Safeguarding Summit","5 March 2018","https://www.gov.uk/government/speeches/baroness-stowells-speech-at-safeguarding-summit"
"Theresa May","Secretary of State for Wales: Looking forward","31 December 2016","https://www.gov.uk/government/speeches/secretary-of-state-for-wales-looking-forward"
"Theresa May","Launch of the new Toyota Corolla","14 January 2019","https://www.gov.uk/government/speeches/launch-of-the-new-toyota-corolla"
"Theresa May","Appealing to the Syrian authorities to engage with the Special Envoy","27 June 2019","https://www.gov.uk/government/speeches/appealing-to-the-syrian-authorities-to-engage-with-the-special-envoy"
"Theresa May","At the crossroads: Britain and global trade","18 July 2018","https://www.gov.uk/government/speeches/at-the-crossroads-britain-and-global-trade"
"Theresa May","Broadband World Forum","19 October 2016","https://www.gov.uk/government/speeches/broadband-world-forum"
"Theresa May","Speech from Science Minister Jo Johnson at the ESA Ministerial","1 December 2016","https://www.gov.uk/government/speeches/speech-from-science-minister-jo-johnson-at-the-esa-ministerial"
"Theresa May","Salisbury nerve agent attack: UK OSCE Permanent Council statement","15 March 2018","https://www.gov.uk/government/speeches/salisbury-nerve-agent-attack-uk-osce-permanent-council-statement"
"Theresa May","Baroness Stowell's speech at Safeguarding Summit","5 March 2018","https://www.gov.uk/government/speeches/baroness-stowells-speech-at-safeguarding-summit"
"Theresa May","Secretary of State for Wales: Looking forward","31 December 2016","https://www.gov.uk/government/speeches/secretary-of-state-for-wales-looking-forward"
"Theresa May","Exchequer Secretary speech: NatWest everywoman Awards 2018","5 December 2018","https://www.gov.uk/government/speeches/exchequer-secretary-speech-natwest-everywoman-awards-2018"
"Theresa May","Speech from Science Minister Jo Johnson at the ESA Ministerial","1 December 2016","https://www.gov.uk/government/speeches/speech-from-science-minister-jo-johnson-at-the-esa-ministerial"
"Theresa May","Secretary of State for Wales: Looking forward","31 December 2016","https://www.gov.uk/government/speeches/secretary-of-state-for-wales-looking-forward"
"Theresa May","Transparency of the Parole Board and Victim Support","9 January 2018","https://www.gov.uk/government/speeches/transparency-of-the-parole-board-and-victim-support"
"Theresa May","Working together for a thriving maritime sector","24 January 2019","https://www.gov.uk/government/speeches/working-together-for-a-thriving-maritime-sector"
"Theresa May","At the crossroads: Britain and global trade","18 July 2018","https://www.gov.uk/government/speeches/at-the-crossroads-britain-and-global-trade"
"Theresa May","""Those responsible for war crimes and other serious crimes in Libya must not escape justice""","8 November 2017","https://www.gov.uk/government/speeches/those-responsible-for-war-crimes-and-other-serious-crimes-in-libya-must-not-escape-justice"
"Theresa May","Salisbury nerve agent attack: UK OSCE Permanent Council statement","15 March 2018","https://www.gov.uk/government/speeches/salisbury-nerve-agent-attack-uk-osce-permanent-council-statement"
"Theresa May","Call for Humanitarian Assistance in Syria","27 March 2018","https://www.gov.uk/government/speeches/call-for-humanitarian-assistance-in-syria"
"Theresa May","""It is clear that the threat facing civilian aviation has not diminished.""","27 September 2017","https://www.gov.uk/government/speeches/it-is-clear-that-the-threat-facing-civilian-aviation-has-not-diminished"
"Theresa May","HS2 Phase 2a working draft EIA and EqIA reports and design refinement consultations","13 September 2016","https://www.gov.uk/government/speeches/hs2-phase-2a-working-draft-eia-and-eqia-reports-and-design-refinement-consultations"
"Theresa May","Tracey Crouch outlines aims and successes of Sport Strategy at UKActive Conference","1 November 2017","https://www.gov.uk/government/speeches/tracey-crouch-outlines-aims-and-successes-of-sport-strategy-at-ukactive-conference"
"Theresa May","Participating in the JCPoA and ending Iran's destabilising regional behaviour","12 December 2018","https://www.gov.uk/government/speeches/participating-in-the-jcpoa-and-ending-irans-destabilising-regional-behaviour"
"Theresa May","Bio Industry Association: Exchequer Secretary's speech","24 January 2019","https://www.gov.uk/government/speeches/bio-industry-association-robert-jenricks-speech"
"Theresa May","Heathrow expansion: judgements from the High Court in the judicial review","1 May 2019","https://www.gov.uk/government/speeches/heathrow-expansion"
"Theresa May","Tracey Crouch outlines aims and successes of Sport Strategy at UKActive Conference","1 November 2017","https://www.gov.uk/government/speeches/tracey-crouch-outlines-aims-and-successes-of-sport-strategy-at-ukactive-conference"
"Theresa May","Brexit And The Commonwealth: What Next? (Speech by Paul Rennie)","15 December 2016","https://www.gov.uk/government/speeches/brexit-and-the-commonwealth-what-next-speech-by-paul-rennie"
"Theresa May","Participating in the JCPoA and ending Iran's destabilising regional behaviour","12 December 2018","https://www.gov.uk/government/speeches/participating-in-the-jcpoa-and-ending-irans-destabilising-regional-behaviour"
"Theresa May","Launch of the Combat Air Strategy at the Farnborough Air Show","16 July 2018","https://www.gov.uk/government/speeches/launch-of-the-combat-air-strategy-at-the-farnborough-air-show"
"Theresa May","Exchequer Secretary speech: the Rose Review of female entrepreneurship","8 March 2019","https://www.gov.uk/government/speeches/exchequer-secretary-speech-rose-review-of-female-entrepreneurship"
"Theresa May","Home Secretary's update to Parliament on Amesbury incident","9 July 2018","https://www.gov.uk/government/speeches/home-secretarys-update-to-parliament-on-amesbury-incident"
"Theresa May","Working together for a thriving maritime sector","24 January 2019","https://www.gov.uk/government/speeches/working-together-for-a-thriving-maritime-sector"
"Theresa May","Encouraging an integrated approach to address the causes of instability in Mali and the Sahel","14 June 2018","https://www.gov.uk/government/speeches/encouraging-an-integrated-approach-to-address-underlying-causes-of-instability-in-mali-and-the-sahel"
"Theresa May","Op-ed by Lord Mayor of City of London on his visit to Tunisia","9 April 2017","https://www.gov.uk/government/speeches/op-ed-by-lord-mayor-of-city-of-london-on-his-visit-to-tunisia"
"Theresa May","High Commission in Cyprus celebrates the Queen’s Birthday in 2017","20 June 2017","https://www.gov.uk/government/speeches/high-commission-in-cyprus-celebrates-the-queens-birthday-in-2017"
"Theresa May","Secretary of State: Statement to parliament closing the first day of debate on the Withdrawal Agreement","5 December 2018","https://www.gov.uk/government/speeches/secretary-of-state-statement-to-parliament-closing-the-first-day-of-debate-on-the-withdrawal-agreement"
"Theresa May","County Councils Network conference 2018","20 November 2019","https://www.gov.uk/government/speeches/county-councils-network-conference-2018"
"Theresa May","100th anniversary of the March 1st Movement: speech by Nik Mehta","25 February 2019","https://www.gov.uk/government/speeches/uk-colonial-legacy-recognition-and-reconciliation"
"Theresa May","""It is clear that the threat facing civilian aviation has not diminished.""","27 September 2017","https://www.gov.uk/government/speeches/it-is-clear-that-the-threat-facing-civilian-aviation-has-not-diminished"
"Theresa May","Tracey Crouch outlines aims and successes of Sport Strategy at UKActive Conference","1 November 2017","https://www.gov.uk/government/speeches/tracey-crouch-outlines-aims-and-successes-of-sport-strategy-at-ukactive-conference"
"Theresa May","""Not intent simply with killing innocents, terrorists seek to destabilise, demoralise, and disrupt our way of life.""","13 February 2017","https://www.gov.uk/government/speeches/not-intent-simply-with-killing-innocents-terrorists-seek-to-destabilise-demoralise-and-disrupt-our-way-of-life"
"Theresa May","Preventing sexual violence in conflict","16 April 2018","https://www.gov.uk/government/speeches/preventing-sexual-violence-in-conflict--2"
"Theresa May","Helping builders to get building","28 March 2017","https://www.gov.uk/government/speeches/helping-builders-to-get-building"
"Theresa May","Defence Minister Stuart Andrew at DVD18, Millbrook","19 September 2018","https://www.gov.uk/government/speeches/defence-minister-stuart-andrew-at-dvd18-millbrook"
"Theresa May","""Not intent simply with killing innocents, terrorists seek to destabilise, demoralise, and disrupt our way of life.""","13 February 2017","https://www.gov.uk/government/speeches/not-intent-simply-with-killing-innocents-terrorists-seek-to-destabilise-demoralise-and-disrupt-our-way-of-life"
"Theresa May","The government will stop stalkers in their tracks: article by Amber Rudd","7 December 2016","https://www.gov.uk/government/speeches/the-government-will-stop-stalkers-in-their-tracks-article-by-amber-rudd"
"Theresa May","Looking to the new year for progress to peace in Afghanistan","17 December 2018","https://www.gov.uk/government/speeches/looking-to-the-new-year-for-progress-to-peace-in-afghanistan"
"Theresa May","Helping builders to get building","28 March 2017","https://www.gov.uk/government/speeches/helping-builders-to-get-building"
"Theresa May","Defence Minister Stuart Andrew at DVD18, Millbrook","19 September 2018","https://www.gov.uk/government/speeches/defence-minister-stuart-andrew-at-dvd18-millbrook"
"Theresa May","The government will stop stalkers in their tracks: article by Amber Rudd","7 December 2016","https://www.gov.uk/government/speeches/the-government-will-stop-stalkers-in-their-tracks-article-by-amber-rudd"
"Theresa May","Potential for the first free and fair elections in DRC history","13 November 2018","https://www.gov.uk/government/speeches/the-potential-for-the-first-free-and-fair-elections-in-drc-history"
"Theresa May","Britain's place in the global trading system","1 February 2019","https://www.gov.uk/government/speeches/britains-place-in-the-global-trading-system"
"Theresa May","Geared for Giving speech","6 October 2016","https://www.gov.uk/government/speeches/geared-for-giving-speech"
"Theresa May","""All Libyans, regardless of their age, gender, or where they are from, must feel represented and understood by their political leaders.""","17 January 2018","https://www.gov.uk/government/speeches/all-libyans-regardless-of-their-age-gender-or-where-they-are-from-must-feel-represented-and-understood-by-their-political-leaders"
"Theresa May","Urging substantive peace talks to lead to a two-state solution","18 October 2018","https://www.gov.uk/government/speeches/urging-substantive-peace-talks-to-lead-to-a-two-state-solution"
"Theresa May","Approbation of the Lord Mayor Elect ceremony","22 October 2018","https://www.gov.uk/government/speeches/approbation-of-the-lord-mayor-elect-ceremony--3"
"Theresa May","Speech by UK ambassador during the Queen's Birthday Party in Mogadishu","25 July 2018","https://www.gov.uk/government/speeches/speech-by-uk-ambassador-during-the-queens-birthday-party-in-mogadishu"
"Theresa May","Global Britain: supporting the Rules Based International System","17 August 2018","https://www.gov.uk/government/speeches/global-britain-supporting-the-rules-based-international-system"
"Theresa May","""All Libyans, regardless of their age, gender, or where they are from, must feel represented and understood by their political leaders.""","17 January 2018","https://www.gov.uk/government/speeches/all-libyans-regardless-of-their-age-gender-or-where-they-are-from-must-feel-represented-and-understood-by-their-political-leaders"
"Theresa May","DFID Ghana Country Director's speech at Commonwealth Digital Finance event","26 September 2018","https://www.gov.uk/government/speeches/dfid-ghana-country-directors-speech-at-commonwealth-digital-finance-event"
"Theresa May","William Shawcross at the Abbeyfield national conference","6 October 2016","https://www.gov.uk/government/speeches/william-shawcross-at-the-abbeyfield-national-conference"
"Theresa May","DFID Ghana Country Director's speech at Commonwealth Digital Finance event","26 September 2018","https://www.gov.uk/government/speeches/dfid-ghana-country-directors-speech-at-commonwealth-digital-finance-event"
"Theresa May","Urging substantive peace talks to lead to a two-state solution","18 October 2018","https://www.gov.uk/government/speeches/urging-substantive-peace-talks-to-lead-to-a-two-state-solution"
"Theresa May","Margot James speech at Radio Festival","13 May 2019","https://www.gov.uk/government/speeches/margot-james-speech-at-radio-festival"
"Theresa May","Reflections on the past; ambitions for the future","20 February 2018","https://www.gov.uk/government/speeches/reflections-on-the-past-ambitions-for-the-future"
"Theresa May","Queen’s birthday celebration 2019 in Accra, Ghana: Iain Walker's speech","24 April 2019","https://www.gov.uk/government/speeches/he-iain-walker-speaking-at-the-queens-birthday-party-2019"
"Theresa May","Humanitarian situation in Syria: statement to the UN Security Council","17 April 2018","https://www.gov.uk/government/speeches/humanitarian-situation-in-syria"
"Theresa May","Universities Minister sets out progress on access and participation","15 July 2019","https://www.gov.uk/government/speeches/universities-minister-sets-out-progress-on-access-and-participation"
"Theresa May","Minister Mark Field speech at the Prosperity Fund Business Forum","20 June 2018","https://www.gov.uk/government/speeches/minister-mark-field-speech-at-the-prosperity-fund-business-forum"
"Theresa May","""After generations of hostility, blood & tears & in the wake of years of pain and wars, we are determined to bring an end to the bloodshed & sorrow""","25 July 2017","https://www.gov.uk/government/speeches/after-generations-of-hostility-blood-tears-in-the-wake-of-years-of-pain-wars-we-are-determined-to-bring-an-end-to-the-bloodshed-sorrow"
"Theresa May","FCO Minister Mark Field's speech at the International Business and Diplomatic Exchange Conference","8 March 2018","https://www.gov.uk/government/speeches/fco-minister-mark-fields-speech-at-the-international-business-and-diplomatic-exchange-conference"
"Theresa May","Amanda Spielman at the National Day Nurseries Association","28 June 2019","https://www.gov.uk/government/speeches/amanda-spielman-at-the-national-day-nurseries-association"
"Theresa May","Queen’s birthday celebration 2019 in Accra, Ghana: Iain Walker's speech","24 April 2019","https://www.gov.uk/government/speeches/he-iain-walker-speaking-at-the-queens-birthday-party-2019"
"Theresa May","Matt Hancock speaking at the Commonwealth Sports Breakfast","20 April 2018","https://www.gov.uk/government/speeches/matt-hancock-speaking-at-the-commonwealth-sports-breakfast"
"Theresa May","Universities Minister sets out progress on access and participation","15 July 2019","https://www.gov.uk/government/speeches/universities-minister-sets-out-progress-on-access-and-participation"
"Theresa May","""We cannot turn away from those high-threat environments. All too often in fact, they are where the United Nations is most needed.""","7 November 2016","https://www.gov.uk/government/speeches/we-cannot-turn-away-from-those-high-threat-environments-all-too-often-in-fact-they-are-where-the-united-nations-is-most-needed"
"Theresa May","Minister Mark Field speech at the Prosperity Fund Business Forum","20 June 2018","https://www.gov.uk/government/speeches/minister-mark-field-speech-at-the-prosperity-fund-business-forum"
"Theresa May","Big data in government: the challenges and opportunities","21 February 2017","https://www.gov.uk/government/speeches/big-data-in-government-the-challenges-and-opportunities"
"Theresa May","Closing the gap between intention and experience","5 March 2019","https://www.gov.uk/government/speeches/closing-the-gap-between-intention-and-experience"
"Theresa May","""We cannot turn away from those high-threat environments. All too often in fact, they are where the United Nations is most needed.""","7 November 2016","https://www.gov.uk/government/speeches/we-cannot-turn-away-from-those-high-threat-environments-all-too-often-in-fact-they-are-where-the-united-nations-is-most-needed"
"Theresa May","Queen’s birthday celebration 2019 in Accra, Ghana: Iain Walker's speech","24 April 2019","https://www.gov.uk/government/speeches/he-iain-walker-speaking-at-the-queens-birthday-party-2019"
"Theresa May","Big data in government: the challenges and opportunities","21 February 2017","https://www.gov.uk/government/speeches/big-data-in-government-the-challenges-and-opportunities"
"Theresa May","Matt Hancock's speech at the Alliance for Intellectual Property reception","17 January 2018","https://www.gov.uk/government/speeches/matt-hancocks-speech-at-the-alliance-for-intellectual-property-reception"
"Theresa May","Matt Hancock's speech at the European Bank for Reconstruction and Development Western Balkans Summit","26 February 2018","https://www.gov.uk/government/speeches/matt-hancocks-speech-at-the-european-bank-for-reconstruction-and-development-western-balkans-summit"
"Theresa May","Oliver Dowden CBE MP - conference address at techUK on 06 September 2018","6 September 2018","https://www.gov.uk/government/speeches/oliver-dowden-cbe-mp-conference-address-at-techuk-on-06-september-2018"
"Theresa May","""We must speak with one voice to condemn the use of chemical weapons""","7 November 2017","https://www.gov.uk/government/speeches/we-must-speak-with-one-voice-to-condemn-the-use-of-chemical-weapons"
"Theresa May","Fuller Working Lives: 2 years on","13 February 2019","https://www.gov.uk/government/speeches/fuller-working-lives-2-years-on"
"Theresa May","Closing the gap between intention and experience","5 March 2019","https://www.gov.uk/government/speeches/closing-the-gap-between-intention-and-experience"
"Theresa May","Speech to the National Association of Healthcare Security","10 November 2016","https://www.gov.uk/government/speeches/speech-to-the-national-association-of-healthcare-security"
"Theresa May","Role of Law Officers on Devolution and Bills","9 November 2016","https://www.gov.uk/government/speeches/role-of-law-officers-on-devolution-and-bills"
"Theresa May","Mark Garnier speech at the Midlands Engine Trade Summit","9 March 2017","https://www.gov.uk/government/speeches/mark-garnier-speech-at-the-midlands-engine-trade-summit"
"Theresa May","Repeated violations of Ukraine's territorial integrity by Russia","12 February 2019","https://www.gov.uk/government/speeches/repeated-violations-of-ukraines-territorial-integrity-by-russia"
"Theresa May","The UK and All of Asia, a modern partnership: Mark Field's speech","14 August 2018","https://www.gov.uk/government/speeches/minister-mark-field-speech-the-uk-and-all-of-asia-a-modern-partnership"
"Theresa May","Fuller Working Lives: 2 years on","13 February 2019","https://www.gov.uk/government/speeches/fuller-working-lives-2-years-on"
"Theresa May","Financial Secretary: ""a tax system that works for individuals and businesses alike is steady, measured and consultative""","16 January 2017","https://www.gov.uk/government/speeches/financial-secretary-a-tax-system-that-works-for-individuals-and-businesses-alike-is-steady-measured-and-consultative"
"Theresa May","""If we aren’t taking steps to address climate change, we are fighting with one hand tied behind our back.""","6 June 2017","https://www.gov.uk/government/speeches/if-we-arent-taking-steps-to-address-climate-change-we-are-fighting-with-one-hand-tied-behind-our-back"
"Theresa May","""We must all work together – the United Nations, this Council, the countries and organisations of Africa - to address the root causes of conflict.""","19 July 2017","https://www.gov.uk/government/speeches/we-must-all-work-together-the-united-nations-this-council-the-countries-and-organisations-of-africa-to-address-the-root-causes-of-conflict"
"Theresa May","Attorney General Jeremy Wright speech to the Cambridge Symposium on Economic Crime","5 September 2016","https://www.gov.uk/government/speeches/attorney-general-jeremy-wright-speech-to-the-cambridge-symposium-on-economic-crime"
"Theresa May","Role of Law Officers on Devolution and Bills","9 November 2016","https://www.gov.uk/government/speeches/role-of-law-officers-on-devolution-and-bills"
